1459606617038;-0.80433655;9.134018;3.554535;0.2781961;-0.029203415;0.5363817;-0.9667511;-0.44381714;0.024505615;-11.746724;-46.940105;-14.492798;52.41659158;13.16763749
1459606617058;-0.7185211;9.173965;3.836197;0.24425167;0.048259735;0.56922865;-0.8655548;-0.3969574;0.0;-11.978149;-47.05887;-14.492798;52.41659158;13.16763749
1459606617078;-0.7370758;8.813324;3.8275757;0.16427559;-0.06640625;0.34602475;-0.7803192;-0.26805115;0.0010681152;-11.978149;-46.98761;-14.492798;52.41659158;13.16763749
1459606617098;-0.7887726;9.007263;3.8826294;0.15988523;-0.036147118;0.13238549;-0.6983032;-0.2211914;-0.012771606;-11.862437;-47.05887;-14.730327;52.41659158;13.16763749
1459606617118;-1.0586853;9.015381;3.8745117;-0.15916044;0.077017784;0.035172224;-0.6652832;-0.21159363;0.014923096;-11.978149;-47.109768;-15.205383;52.41659158;13.16763749
1459606617138;-1.0392761;9.044983;3.8640747;-0.24785286;0.101195335;-0.013482332;-0.6184082;-0.24035645;0.05859375;-12.064934;-47.05887;-15.650749;52.41659158;13.16763749
1459606617158;-1.1415253;8.902252;4.086975;-0.24864012;0.16166687;-0.13808298;-0.58218384;-0.2797699;0.069244385;-12.238312;-46.79165;-16.452408;52.41659158;13.16763749
1459606617179;-0.8617859;8.775589;4.2713776;-0.22718841;-0.036471367;0.13288641;-0.50975037;-0.27018738;0.06285095;-12.4118805;-46.79165;-17.07592;52.41659158;13.16763749
1459606617198;-0.8056946;8.602051;4.4259644;-0.03933549;-0.05812359;0.0959878;-0.42027283;-0.25953674;0.039413452;-12.498665;-46.702576;-17.699432;52.41659158;13.16763749
1459606617218;-0.8809509;8.60524;4.58226;-0.056580365;-0.18390751;0.2024889;-0.34249878;-0.20733643;0.04901123;-12.498665;-46.52443;-18.233871;52.41659158;13.16763749
1459606617239;-0.76989746;8.919174;4.150818;-0.08228564;0.06820202;0.032242298;-0.2935028;-0.18389893;0.04475403;-12.758827;-46.435356;-19.124603;52.41659158;13.16763749
1459606617258;-0.7646942;8.886673;3.812149;-0.024729967;0.20644951;-0.56710196;-0.3755188;-0.23716736;0.017044067;-12.932396;-46.346283;-19.659042;52.41659158;13.16763749
1459606617278;-0.67025757;8.83989;4.118759;0.026511729;0.23292828;-0.5648184;-0.473526;-0.2574005;0.015991211;-12.932396;-46.079063;-20.19329;52.41659158;13.16763749
1459606617298;-0.28015137;8.623749;4.7467804;0.08389026;0.082304;-0.11224747;-0.46820068;-0.1775055;0.038360596;-12.758827;-45.811844;-20.638466;52.41659158;13.16763749
