1459608682949;0.052642822;0.2625885;9.715363;0.018168967;0.0127440095;5.559921E-4;2.2888184E-4;-0.0020141602;4.5776367E-4;-13.972092;-0.38986206;-50.65193;52.41670847;13.16735257
1459608682970;0.04585266;0.24838257;9.71843;-0.0070906878;-2.0205975E-5;0.018110275;0.005554199;0.0033111572;0.0025939941;-13.71212;-2.4383545;-50.65193;52.41670847;13.16735257
1459608682989;0.06692505;0.23857117;9.701202;8.704029E-4;0.0071011186;0.011946678;0.016204834;0.006515503;-0.0048675537;-13.538742;-4.7538757;-50.741005;52.41670847;13.16735257
1459608683009;0.0644989;0.26060486;9.710999;0.009236399;0.0029182732;0.009408951;-0.0050964355;0.0043792725;-0.0027313232;-13.365364;-6.802368;-50.473785;52.41670847;13.16735257
1459608683030;0.062072754;0.25735474;9.706512;0.008016352;0.010350227;-0.008440971;2.2888184E-4;-0.005203247;0.0036621094;-13.27877;-8.939743;-50.29564;52.41670847;13.16735257
1459608683049;0.059661865;0.25045776;9.710999;9.436533E-4;-0.0052787364;0.009908676;0.0012969971;0.007583618;0.0036621094;-13.105392;-11.344337;-50.206566;52.41670847;13.16735257
1459608683070;0.057128906;0.2305603;9.6923065;-0.0015920624;-0.013549149;0.006462097;-0.0019073486;0.002243042;0.0015258789;-13.192177;-11.43322;-50.117493;52.41670847;13.16735257
1459608683089;0.05758667;0.26753235;9.691849;-0.0022928119;-6.65009E-4;-0.010402679;2.2888184E-4;0.0011901855;-6.1035156E-4;-13.278961;-11.43322;-50.206566;52.41670847;13.16735257
1459608683110;0.071380615;0.26753235;9.710999;0.009293787;0.0032441616;0.009318352;-0.0050964355;0.006515503;0.0068511963;-13.278961;-11.255074;-49.850273;52.41670847;13.16735257
1459608683129;0.021636963;0.28193665;9.6966095;0.0032289922;-0.008889765;0.011546135;-0.0029754639;0.007583618;-6.1035156E-4;-13.452339;-11.344147;-49.850273;52.41670847;13.16735257
1459608683150;0.05758667;0.25328064;9.687408;5.9384853E-5;0.001851052;-0.0023202896;0.0012969971;-0.005203247;-6.1035156E-4;-13.452339;-11.43322;-49.850273;52.41670847;13.16735257
1459608683169;0.031143188;0.23649597;9.703735;-0.017020475;0.009943098;-0.011024475;0.015136719;-0.005203247;-0.0037994385;-13.539124;-11.522293;-49.939346;52.41670847;13.16735257
1459608683190;0.05758667;0.24838257;9.691849;-0.0058876835;-1.3822317E-4;-0.009588242;0.0023498535;0.01184082;-6.1035156E-4;-13.452339;-11.522293;-50.29564;52.41670847;13.16735257
1459608683209;0.05921936;0.21334839;9.693497;0.011152197;-0.013990164;0.0036363602;0.0066223145;-0.0020141602;-0.001663208;-13.365746;-11.611366;-50.117493;52.41670847;13.16735257
1459608683229;0.043258667;0.2626953;9.710999;-0.0051801577;0.0022458136;0.006755829;0.004486084;0.0043792725;-0.0037994385;-13.278961;-11.611366;-50.29564;52.41670847;13.16735257
1459608683249;0.05758667;0.25164795;9.723633;0.0028570183;0.0014285743;-8.983612E-4;2.2888184E-4;0.0033111572;-0.001663208;-13.452339;-11.700249;-50.02842;52.41670847;13.16735257
1459608683269;0.05758667;0.24838257;9.710999;0.00868329;-0.008480698;0.008814812;-0.0029754639;1.2207031E-4;-0.0037994385;-13.452339;-11.611366;-50.117493;52.41670847;13.16735257
1459608683289;0.05758667;0.2511902;9.694672;0.0017107949;-0.008252859;0.011552811;-0.0040283203;0.0011901855;-0.0027313232;-13.278961;-11.789322;-50.02842;52.41670847;13.16735257
1459608683309;0.05758667;0.26753235;9.716354;-0.006054692;-0.00628227;0.02448845;0.004486084;-0.0020141602;-0.007003784;-13.278961;-11.611366;-49.939346;52.41670847;13.16735257
1459608683329;0.05758667;0.24119568;9.710999;0.010609686;0.010426879;-0.0021429062;-0.0029754639;1.2207031E-4;-0.0048675537;-13.018799;-11.522293;-49.939346;52.41670847;13.16735257
1459608683350;0.061141968;0.25193787;9.69899;0.009569142;0.0011219382;0.0010070801;-0.0029754639;-0.008407593;-0.0048675537;-12.845421;-11.611366;-49.583054;52.41670847;13.16735257
1459608683369;0.05758667;0.24183655;9.685318;-0.0054921247;-0.013470978;-0.023438454;0.0076904297;-0.005203247;-0.0037994385;-12.932014;-11.522293;-49.939346;52.41670847;13.16735257
1459608683390;0.07269287;0.24838257;9.710999;0.0088083185;-0.0072274506;0.008498192;0.005554199;0.0011901855;-0.005935669;-13.105392;-11.522293;-50.02842;52.41670847;13.16735257
1459608683409;0.05593872;0.28341675;9.709366;0.0062348135;4.0233135E-5;-0.011418343;-8.392334E-4;0.0033111572;4.5776367E-4;-13.105392;-11.344337;-50.206566;52.41670847;13.16735257
